"Timestamp","How much Smalltalk experience do you have?","Where did you gain your Smalltalk experience?","How often do you develop software?","What Smalltalk dialect do you use primarily?","You mainly work ...","I access and/or inspect objects ... [Select:]","I modify variables in inspector windows ... [Select:]","I evaluate code snippets and/or run methods in inspector windows ... [Select:]","I keep inspector windows open for long periods of time. [Select:]","It is easy to access objects. [Confirm:]","Smalltalk offers many ways to access or inspect objects. [Confirm:]","Accessing objects helps me to understand how programs work. [Confirm:]","Accessing objects helps me to get immediate information about objects and/or program states. [Confirm:]","I debug programs ... [Select:]","I modify variables in debugger windows ... [Select:]","I evaluate code snippets and/or run methods in debugger windows ... [Select:]","Debugging programs helps me to understand how the programs work. [Confirm:]","Debugging programs helps me to get immediate information about program behaviors and/or states. [Confirm:]","I modify source code of running programs ... [Select:]","Modifying running programs helps me to understand how programs work. [Confirm:]","When I change the source code of a running program, I expect to see the effect of my changes immediately or very soon after. [Confirm:]","I write code snippets ... [Select:]","Writing code snippets helps me to identify what is the cause of a bug. [Confirm:]","Writing code snippets helps me to learn new libraries and/or programs. [Confirm:]","Writing code snippets helps me to identify how I should structure my source code. [Confirm:]","Writing code snippets helps me to get immediate information about program behaviors and/or states. [Confirm:]","I search for source code examples ... [in example classes and/or methods]","I search for source code examples ... [in class and/or method comments]","I search for source code examples ... [in help and/or example browsers]","I search for source code examples ... [in test cases]","I search for source code examples ... [in general source code]","I search for source code examples ... [on Internet and/or books]","Relevant source code examples are easy to find. [Confirm:]","Source code examples are easy to execute. [Confirm:]","Source code examples are easy to modify. [Confirm:]","Source code examples helps me to learn new libraries and/or programs. [Confirm:]","How often do you ask for examples, program usages, and/or issue solutions ... [to colleagues in person?]","How often do you ask for examples, program usages, and/or issue solutions ... [in chats and/or mailing lists?]","What do you use (attach) when discussing programming issues electronically? [screenshots]","What do you use (attach) when discussing programming issues electronically? [code snippets]","What do you use (attach) when discussing programming issues electronically? [source code]","What do you use (attach) when discussing programming issues electronically? [links to source code]","What do you use (attach) when discussing programming issues electronically? [patches or bug fixes]","What do you use (attach) when discussing programming issues electronically? [stack traces in text forms]","What do you use (attach) when discussing programming issues electronically? [serialized objects and/or programs]","What do you use (attach) when discussing programming issues electronically? [serialized stack traces]","It is easier to read a source code, rather than write a test case for it. [Familiar code]","It is easier to read a source code, rather than write a test case for it. [Unfamiliar code]","It is easier to read a source code, rather than write a code snippet to run it. [Familiar code]","It is easier to read a source code, rather than write a code snippet to run it. [Unfamiliar code]","It is easier to understand a source code by reading it, rather than by running its examples. [Familiar code]","It is easier to understand a source code by reading it, rather than by running its examples. [Unfamiliar code]","It is easier to find out a bug in a program by reading its source code, rather than by running the program. [Familiar code]","It is easier to find out a bug in a program by reading its source code, rather than by running the program. [Unfamiliar code]","I prefer to learn a source code by running examples, rather than learning it by reading its source code. [Familiar code]","I prefer to learn a source code by running examples, rather than learning it by reading its source code. [Unfamiliar code]","I prefer to check my source code changes as often as possible, rather than after I finish a task. [Familiar code]","I prefer to check my source code changes as often as possible, rather than after I finish a task. [Unfamiliar code]","Live programming in Smalltalk","Electronic communication in Smalltalk"
"2017/08/03 12:29:24 PM GMT-3","3 to 5 years","Primarily in academia (student, profesor)","Less than weekly","Pharo","in a shared office","Very often","Rarely","Regularly","Very often","Agree","Agree","Somewhat agree","Somewhat agree","Regularly","Rarely","Occasionally/ Sometimes","Agree","Agree","Rarely","Somewhat disagree","Agree","Often","Somewhat agree","Agree","Somewhat agree","Neutral","Regularly","Regularly","Occasionally/ Sometimes","Regularly","Rarely","Rarely","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Rarely","Rarely","I do easily","I do easily","I do not, because exchanging it is too complex","I do not want or need","I do not know","I do not want or need","I do not, because exchanging it is too complex","I do not, because exchanging it is too complex","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Live programming is more about the tools rather than the potential of the language. Even when in smalltalk the meta programming features are strong, sometimes the tools are not as strong. But this is obvious, because designing tools for people is harder","I do not use much electronic communication, but at least in smalltalk you can send the image to reproduce the same error, something that is so much stronger rather than just a piece of code"
"2017/08/03 12:29:47 PM GMT-3","more than 10 years","In both (academia and industry)","Daily","Squeak","remotely, my co-workers are in other buildings and/or cities","Very often","Occasionally/ Sometimes","Often","Occasionally/ Sometimes","Agree","Agree","Agree","Agree","Often","Occasionally/ Sometimes","Often","Agree","Agree","Regularly","Somewhat agree","Agree","Very often","Neutral","Agree","Agree","Agree","Occasionally/ Sometimes","Occasionally/ Sometimes","Occasionally/ Sometimes","Occasionally/ Sometimes","Rarely","Occasionally/ Sometimes","Somewhat disagree","Agree","Agree","Agree","Rarely","Regularly","I do not want or need","I do easily","I do easily","I do easily","I do easily","I do easily","I do not, because exchanging it is too complex","I do not, because exchanging it is too complex","Somewhat agree","Somewhat agree","Not applicable","Not applicable","Agree","Somewhat agree","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Ther is no convenient way to refer race an object in one inspector from another.  Drag and drop can handle some cases.  Bindingto a global can handle all but is clumsy.  A copy/paste scheme (with labels?) for arbitrary objects might be nice.","I'd love to have desktop sharing and sound built in to support remote pairing."
"2017/08/03 12:33:45 PM GMT-3","3 to 5 years","Primarily in academia (student, profesor)","Daily","Pharo","in a shared office","Very often","I do not know","Often","Very often","Agree","Somewhat agree","Agree","Agree","Often","Often","Often","Agree","Agree","Regularly","Somewhat agree","Somewhat agree","Very often","Neutral","Somewhat agree","Neutral","Agree","Often","Occasionally/ Sometimes","Regularly","Often","I do not know","Rarely","Somewhat agree","Agree","Agree","Agree","Regularly","Occasionally/ Sometimes","I do easily","I do easily","I do easily","I do, but exchanging it is (too) difficult","I do, but exchanging it is (too) difficult","I do, but exchanging it is (too) difficult","I do, but exchanging it is (too) difficult","I do not, because exchanging it is too complex","Not applicable","Neutral","Somewhat disagree","Neutral","Neutral","Somewhat disagree","Neutral","Somewhat disagree","Neutral","Neutral","Neutral","Neutral","",""
"2017/08/03 12:44:58 PM GMT-3","3 to 5 years","Primarily in industry","Daily","GemStone;VA Smalltalk","in a shared office","Very often","Occasionally/ Sometimes","Very often","Often","Agree","Agree","Agree","Agree","Very often","Occasionally/ Sometimes","Very often","Agree","Agree","Very often","Somewhat agree","Agree","Often","Somewhat agree","Agree","Agree","Somewhat agree","Rarely","Rarely","Rarely","Occasionally/ Sometimes","Occasionally/ Sometimes","Occasionally/ Sometimes","Disagree","Somewhat disagree","Neutral","Neutral","Regularly","Rarely","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Neutral","Neutral","Neutral","Neutral","Somewhat disagree","Somewhat disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","",""
"2017/08/03 1:17:46 PM GMT-3","more than 10 years","Primarily in academia (student, profesor)","Weekly","Squeak","in a shared office","Very often","Often","Very often","Very often","Somewhat agree","Somewhat agree","Agree","Somewhat agree","Very often","Regularly","Very often","Agree","Somewhat agree","Often","Somewhat agree","Somewhat agree","Often","Somewhat agree","Somewhat agree","Neutral","Somewhat agree","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017/08/03 1:31:30 PM GMT-3","more than 10 years","Primarily in industry","Daily","VisualWorks;GemStone;VA Smalltalk","in a shared office","Very often","Regularly","Very often","Often","Somewhat agree","Agree","Agree","Agree","Very often","Regularly","Often","Agree","Agree","Often","Neutral","Agree","Very often","Agree","Agree","Somewhat agree","Agree","Regularly","Often","Regularly","Often","Very often","Often","Agree","Somewhat agree","Somewhat agree","Agree","Regularly","Occasionally/ Sometimes","I do easily","I do easily","I do easily","I do easily","I do not want or need","I do easily","I do not want or need","I do not want or need","Agree","Agree","Somewhat agree","Somewhat agree","Agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","",""
"2017/08/03 2:02:05 PM GMT-3","more than 10 years","Primarily in industry","Daily","VisualWorks;GemStone","in a shared office","Very often","Very often","Very often","Often","Agree","Agree","Agree","Agree","Very often","Very often","Very often","Agree","Agree","Very often","Agree","Agree","Very often","Agree","Agree","Agree","Agree","Occasionally/ Sometimes","Occasionally/ Sometimes","Occasionally/ Sometimes","Occasionally/ Sometimes","Regularly","Rarely","Somewhat agree","Neutral","Somewhat agree","Somewhat agree","Occasionally/ Sometimes","Occasionally/ Sometimes","I do not want or need","I do easily","I would like, but I am not authorized to do this","I would like, but I am not authorized to do this","Not applicable","I do easily","Not applicable","Not applicable","Agree","Agree","Disagree","Disagree","Agree","Neutral","Agree","Disagree","Somewhat agree","Somewhat agree","Agree","Agree","Fantastic debugger","Excellent"
"2017/08/03 2:26:20 PM GMT-3","more than 10 years","Primarily in academia (student, profesor)","Daily","Pharo","in a single person office","Very often","Occasionally/ Sometimes","Often","Regularly","Agree","Agree","Agree","Agree","Very often","Regularly","Often","Agree","Agree","Often","Agree","Agree","Occasionally/ Sometimes","Somewhat agree","Agree","Neutral","Agree","Rarely","Occasionally/ Sometimes","Rarely","Occasionally/ Sometimes","Regularly","Regularly","Somewhat agree","Agree","","Agree","Rarely","Occasionally/ Sometimes","I do easily","I do easily","I do easily","I do, but exchanging it is (too) difficult","I do easily","I do, but exchanging it is (too) difficult","I do not, because exchanging it is too complex","I do not, because exchanging it is too complex","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Disagree","Disagree","Somewhat disagree","Disagree","Agree","Agree","Agree","Agree","",""
"2017/08/03 2:38:01 PM GMT-3","6 to 10 years","In both (academia and industry)","Daily","Dolphin Smalltalk","in a shared office","Very often","Very often","Very often","Occasionally/ Sometimes","Agree","Neutral","Agree","Agree","Very often","Very often","Very often","Agree","Agree","Very often","Neutral","Agree","Very often","Neutral","Agree","Neutral","Agree","Very often","Very often","Occasionally/ Sometimes","Very often","Very often","Often","Neutral","Neutral","Neutral","Neutral","Often","Regularly","I do easily","I do easily","I would like, but I am not authorized to do this","I would like, but I am not authorized to do this","I would like, but I am not authorized to do this","I would like, but I am not authorized to do this","I would like, but I am not authorized to do this","I would like, but I am not authorized to do this","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Agree","Agree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Agree","Agree","",""
"2017/08/03 2:51:23 PM GMT-3","more than 10 years","In both (academia and industry)","Daily","Squeak","in a shared office","Often","Regularly","Regularly","Occasionally/ Sometimes","Agree","Agree","Agree","Agree","Often","Rarely","Occasionally/ Sometimes","Agree","Agree","Often","Neutral","Somewhat agree","Very often","Agree","Agree","Neutral","Somewhat agree","Occasionally/ Sometimes","Regularly","Occasionally/ Sometimes","Regularly","Rarely","Rarely","Somewhat disagree","Somewhat agree","Neutral","Neutral","Rarely","Rarely","I do, but exchanging it is (too) difficult","I do easily","I do not know","I do not know","I do easily","I do easily","I do not know","I do not know","Agree","Somewhat agree","Somewhat agree","Neutral","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Neutral","Somewhat disagree","Neutral","Neutral","",""
"2017/08/03 2:55:33 PM GMT-3","more than 10 years","Primarily in industry","Less than weekly","Pharo;VisualWorks","in a single person office","Very often","Occasionally/ Sometimes","Very often","Very often","Agree","Agree","Agree","Agree","Regularly","Occasionally/ Sometimes","Very often","Agree","Somewhat agree","Regularly","Agree","Agree","Very often","Agree","Agree","Agree","Agree","Regularly","Occasionally/ Sometimes","Regularly","Often","Regularly","Occasionally/ Sometimes","Somewhat agree","Agree","Agree","Agree","Occasionally/ Sometimes","Rarely","I do easily","I do easily","I do easily","I do easily","I do easily","I do easily","I do not want or need","I do not want or need","Neutral","Somewhat disagree","Neutral","Somewhat disagree","Neutral","Disagree","Disagree","Disagree","Neutral","Neutral","Agree","Agree","",""
"2017/08/03 2:57:02 PM GMT-3","more than 10 years","Primarily in industry","Daily","VA Smalltalk","in a shared office","Very often","Very often","Very often","Often","Agree","","Agree","Agree","Very often","Very often","Very often","Agree","Agree","Very often","Agree","Agree","Very often","Agree","Agree","Agree","Agree","Very often","Very often","Very often","Very often","Often","Often","Somewhat agree","Somewhat agree","Agree","Agree","Regularly","Occasionally/ Sometimes","I do easily","I do easily","I do easily","I do easily","I do easily","I do easily","I do easily","I do easily","Agree","Somewhat agree","Somewhat agree","Somewhat agree","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Agree","Agree","",""
"2017/08/03 2:58:52 PM GMT-3","3 to 5 years","Primarily in industry","Daily","Pharo","in a shared office","Occasionally/ Sometimes","Rarely","Occasionally/ Sometimes","Regularly","Agree","Agree","Agree","Agree","Regularly","Rarely","Often","Agree","Agree","Often","Somewhat agree","Agree","Very often","Agree","Agree","Neutral","Agree","Often","Often","Often","Often","Occasionally/ Sometimes","Occasionally/ Sometimes","Agree","Neutral","Agree","Agree","Regularly","Rarely","","I do easily","I do easily","I do not, because exchanging it is too complex","I do easily","I do, but exchanging it is (too) difficult","I do not, because exchanging it is too complex","I would like, but I am not authorized to do this","Disagree","Disagree","Disagree","Disagree","Somewhat disagree","Somewhat disagree","Agree","Somewhat disagree","Not applicable","Neutral","Agree","Neutral","",""
"2017/08/03 3:09:08 PM GMT-3","3 to 5 years","Primarily in academia (student, profesor)","Less than weekly","Pharo;VisualWorks;Dolphin ","alone, without co-workers","Often","Occasionally/ Sometimes","Regularly","Regularly","Neutral","Agree","Agree","Agree","Often","Rarely","Regularly","Agree","Agree","Regularly","Agree","Agree","Regularly","Agree","Agree","Neutral","Agree","Regularly","Regularly","Regularly","Regularly","Regularly","Regularly","Neutral","Somewhat agree","Neutral","Agree","Occasionally/ Sometimes","Occasionally/ Sometimes","","","","","","","","","Agree","Neutral","Neutral","Disagree","Neutral","Somewhat disagree","Neutral","Somewhat disagree","Somewhat agree","Neutral","","","",""
"2017/08/03 3:20:56 PM GMT-3","3 to 5 years","In both (academia and industry)","Daily","Pharo","remotely, my co-workers are in other buildings and/or cities","Very often","Regularly","Very often","Often","Agree","Agree","Agree","Agree","Very often","Often","Very often","Agree","Agree","Very often","Agree","Agree","Often","Somewhat agree","Agree","Agree","Agree","Often","Regularly","Rarely","Regularly","Often","Regularly","Somewhat disagree","Somewhat agree","Agree","Agree","Very often","Occasionally/ Sometimes","I do, but exchanging it is (too) difficult","I do, but exchanging it is (too) difficult","I do, but exchanging it is (too) difficult","I do not want or need","I do not, because exchanging it is too complex","I do not, because exchanging it is too complex","I do not, because exchanging it is too complex","I do not, because exchanging it is too complex","Agree","Agree","Neutral","Agree","Neutral","Disagree","Disagree","Disagree","Somewhat agree","Agree","Agree","Agree","",""
"2017/08/03 3:38:07 PM GMT-3","more than 10 years","Primarily in industry","Daily","Squeak","remotely, my co-workers are in other buildings and/or cities","Very often","Often","Very often","Very often","Agree","Agree","Agree","Agree","Very often","Very often","Very often","Agree","Agree","Very often","Agree","Agree","Very often","Agree","Agree","Agree","Agree","Very often","Very often","Rarely","Rarely","Often","Often","Somewhat disagree","Agree","Agree","Agree","Very often","Often","I do easily","I do easily","I do easily","I do easily","I do easily","I do easily","I do, but exchanging it is (too) difficult","I do, but exchanging it is (too) difficult","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Disagree","Disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","- is wonderful, powerful, enjoyable. BUT there are occasions when it results in one being stuck in an endless loop of confusion as you break an important tool that you need in order to fix that same tool. A remote debugging capability would be a nice thing to have as well. Craig Latta has done some good work on this.",""
"2017/08/03 3:43:34 PM GMT-3","more than 10 years","In both (academia and industry)","Daily","Pharo;VisualWorks","remotely, my co-workers are in other buildings and/or cities","Very often","Often","Very often","Occasionally/ Sometimes","Agree","Agree","Agree","Agree","Regularly","Occasionally/ Sometimes","Often","Agree","Agree","Very often","Agree","Somewhat agree","Occasionally/ Sometimes","Somewhat agree","Agree","Neutral","Somewhat agree","Regularly","Occasionally/ Sometimes","Occasionally/ Sometimes","Often","Often","Regularly","Agree","Somewhat agree","Agree","Agree","Rarely","Occasionally/ Sometimes","I would like, but I am not authorized to do this","I do, but exchanging it is (too) difficult","I do easily","I do easily","I do, but exchanging it is (too) difficult","I do not, because exchanging it is too complex","I do not, because exchanging it is too complex","I do, but exchanging it is (too) difficult","Somewhat disagree","Neutral","Somewhat disagree","Disagree","Somewhat disagree","Neutral","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Agree","Agree","",""
